   SW   perc perc perc  query     position in query              matching   repeat        position in repeat
score   div. del. ins.  sequence  begin    end          (left)   repeat     class/family begin  end    (left)    ID
  361   20.5  1.2  0.0  seq_file    927366   927448 (14144975) + repeat67   Unspecified      1     84    (0)  1943 *
  268   15.1  1.9  0.0  seq_file    927406   927458 (14144965) + repeat7273 Unspecified      1     54    (5)  1944 *
  231   20.7  1.7  0.0  seq_file    927411   927468 (14144955) + repeat307  Unspecified      3     61    (0)  1945 *
  436   17.3  1.2  0.0  seq_file    927423   927503 (14144920) + repeat428  Unspecified      1     82    (0)  1946  
  425   19.8  0.0  0.0  seq_file    927435   927515 (14144908) + repeat428  Unspecified      2     82    (0)  1947 *
  367   22.4  0.0  0.0  seq_file    927451   927526 (14144897) + repeat428  Unspecified      6     81    (1)  1948 *
  437   16.5  0.0  0.0  seq_file    927461   927539 (14144884) + repeat428  Unspecified      4     82    (0)  1949  
  333   25.6  0.0  0.0  seq_file    927467   927548 (14144875) + repeat67   Unspecified      1     82    (2)  1950 *
  409   17.9  0.0  0.0  seq_file    927485   927562 (14144861) + repeat428  Unspecified      4     81    (1)  1951 *
  430   17.3  0.0  0.0  seq_file    927494   927574 (14144849) + repeat428  Unspecified      1     81    (1)  1952  
  373   20.7  0.0  0.0  seq_file    927503   927584 (14144839) + repeat67   Unspecified      1     82    (2)  1953 *
  418   19.8  0.0  0.0  seq_file    927524   927604 (14144819) + repeat428  Unspecified      1     81    (1)  1954  
  386   22.2  0.0  0.0  seq_file    927536   927616 (14144807) + repeat428  Unspecified      1     81    (1)  1955 *
  332    7.1  0.0  0.0  seq_file    930061   930102 (14142321) + repeat2225 Unspecified      5     46    (0)  1956 *
  456    3.7  0.0  0.0  seq_file    930068   930121 (14142302) + repeat1872 Unspecified      1     54    (0)  1957  
  335    0.0  0.0 15.6  seq_file    930076   930127 (14142296) + repeat1524 Unspecified      1     45    (0)  1958 *
  361    4.1  0.0 12.0  seq_file    930082   930137 (14142286) + repeat7082 Unspecified      1     50    (0)  1959 *
  444    3.8  0.0  0.0  seq_file    930103   930155 (14142268) + repeat3412 Unspecified      1     53    (0)  1960 *
  453    7.0  0.0  0.0  seq_file    930118   930174 (14142249) + repeat361  Unspecified      3     59    (0)  1961  
  386    2.2  0.0  0.0  seq_file    930135   930180 (14142243) + repeat7056 Unspecified      1     46    (0)  1962 *
  386    2.3  0.0  0.0  seq_file    930141   930184 (14142239) + repeat5961 Unspecified      1     44    (0)  1963  
  316    4.9  0.0  0.0  seq_file    930152   930192 (14142231) + repeat3413 Unspecified      1     41    (0)  1964 *
  265    5.9  0.0  0.0  seq_file    930167   930200 (14142223) + repeat2306 Unspecified      1     34    (0)  1965 *
  276    5.1  7.7  0.0  seq_file    930173   930211 (14142212) + repeat2569 Unspecified      1     42    (0)  1966  
  258    7.5  7.5  0.0  seq_file    930178   930217 (14142206) + repeat3040 Unspecified      1     43    (0)  1967 *
  333    4.3  6.5  0.0  seq_file    930190   930235 (14142188) + repeat3505 Unspecified      1     49    (0)  1968  
  280    4.9  0.0 20.9  seq_file    930200   930251 (14142172) + repeat1631 Unspecified      5     47    (0)  1969 *
  353    4.5  0.0  0.0  seq_file    930209   930252 (14142171) + repeat1844 Unspecified      8     51    (0)  1970 *
  377    4.4  0.0  0.0  seq_file    930220   930264 (14142159) + repeat1877 Unspecified      1     45    (0)  1971  
  291    7.2  0.0  4.8  seq_file    930228   930271 (14142152) + repeat7178 Unspecified      1     42    (0)  1972 *
  350    4.7  0.0  0.0  seq_file    930236   930278 (14142145) + repeat1225 Unspecified      1     43    (0)  1973  
  291    5.4  0.0  0.0  seq_file    930772   930808 (14141615) + repeat4847 Unspecified      1     37    (0)  1974  
  469    0.0  0.0  0.0  seq_file    930945   930996 (14141427) + repeat387  Unspecified      1     52    (0)  1975  
  343    8.5  0.0  0.0  seq_file    930962   931008 (14141415) + repeat4849 Unspecified      6     52    (0)  1976 *
  688    0.0  0.0  0.0  seq_file    931696   931778 (14140645) + repeat3838 Unspecified      1     83    (0)  1977  
  542    0.0  0.0  0.0  seq_file    931750   931809 (14140614) + repeat4404 Unspecified      1     60    (0)  1978 *
 3831    0.0  0.0  0.0  seq_file    931781   932196 (14140227) + repeat4405 Unspecified      1    416    (0)  1979  
  518    1.7  0.0  0.0  seq_file    932168   932226 (14140197) + repeat4406 Unspecified      1     59    (0)  1980 *
 3050    0.0  0.0  0.0  seq_file    932198   932527 (14139896) + repeat3839 Unspecified      1    330    (0)  1981  
  530    0.0  0.0  0.0  seq_file    932499   932558 (14139865) + repeat4407 Unspecified      1     60    (0)  1982 *
 3742    0.0  0.0  0.0  seq_file    932530   932937 (14139486) + repeat4408 Unspecified      1    408    (0)  1983  
  293   11.8 19.6  0.0  seq_file    936997   937047 (14135376) C repeat6490 Unspecified    (1)    138     78  1984 *
  301    7.9  0.0  0.0  seq_file    936997   937034 (14135389) C repeat3308 Unspecified    (0)     38      1  1985 *
  537   15.6  0.0  1.1  seq_file    937008   937098 (14135325) + repeat6307 Unspecified      1     90    (0)  1986 *
  720   16.9  0.7  8.0  seq_file    937036   937183 (14135240) + repeat6490 Unspecified      2    139    (0)  1987  
  247    9.5  2.4  0.0  seq_file    937850   937891 (14134532) + repeat1845 Unspecified      1     43    (0)  1988 *
  250   13.3  2.2  0.0  seq_file    937858   937902 (14134521) + repeat2225 Unspecified      1     46    (0)  1989 *
  429    3.8  0.0  0.0  seq_file    937869   937921 (14134502) + repeat1872 Unspecified      2     54    (0)  1990  
  340    6.1  0.0 12.0  seq_file    937882   937937 (14134486) + repeat7082 Unspecified      1     50    (0)  1991 *
  338   11.3  0.0  1.9  seq_file    937903   937956 (14134467) + repeat3412 Unspecified      1     53    (0)  1992 *
  251   19.6  0.0  1.8  seq_file    937918   937974 (14134449) + repeat361  Unspecified      3     58    (1)  1993 *
  275    0.0  0.0  0.0  seq_file    937963   937996 (14134427) + repeat2306 Unspecified      1     34    (0)  1994  
  318    0.0  0.0  0.0  seq_file    938153   938188 (14134235) + repeat1924 Unspecified      1     36    (0)  1995  
  300    0.0  0.0  0.0  seq_file    938166   938198 (14134225) + repeat5346 Unspecified      1     33    (0)  1996 *
  261   14.4  0.0  8.9  seq_file    939743   939803 (14132620) + repeat307  Unspecified      6     61    (0)  1997 *
  509   15.8  0.0  0.0  seq_file    939763   939844 (14132579) + repeat428  Unspecified      1     82    (0)  1998 *
  567   11.9  0.0  0.0  seq_file    939772   939855 (14132568) + repeat67   Unspecified      1     84    (0)  1999  
  287   13.2  0.0  0.0  seq_file    939822   939859 (14132564) + repeat7275 Unspecified      1     38    (8)  2000 *
  489   16.5  0.0  0.0  seq_file    940031   940109 (14132314) + repeat428  Unspecified      4     82    (0)  2001  
  467   19.1  0.0  0.0  seq_file    940037   940120 (14132303) + repeat67   Unspecified      1     84    (0)  2002 *
  541   15.0  0.0  0.0  seq_file    940052   940131 (14132292) + repeat428  Unspecified      1     80    (2)  2003  
  480   15.2  0.0  0.0  seq_file    940699   940777 (14131646) + repeat428  Unspecified      4     82    (0)  2004  
  397   21.8  0.0  0.0  seq_file    940714   940791 (14131632) + repeat428  Unspecified      1     78    (4)  2005 *
  428   17.2  0.0  7.3  seq_file    940726   940813 (14131610) + repeat428  Unspecified      1     82    (0)  2006  
  363   20.7  0.0 14.3  seq_file    940735   940830 (14131593) + repeat67   Unspecified      1     84    (0)  2007 *
  369   25.6  0.0  0.0  seq_file    940756   940837 (14131586) + repeat428  Unspecified      1     82    (0)  2008  
  369   19.1  0.0  7.1  seq_file    940759   940848 (14131575) + repeat67   Unspecified      1     84    (0)  2009 *
  399   18.8  0.0  0.0  seq_file    940794   940873 (14131550) + repeat428  Unspecified      3     82    (0)  2010  
  337   12.9  0.0 24.3  seq_file    940795   940886 (14131537) + repeat67   Unspecified      1     74   (10)  2011 *
  239   20.4  2.0  0.0  seq_file    944365   944413 (14128010) + repeat901  Unspecified    108    157   (10)  2012 *
  459   23.1 10.1  1.2  seq_file    944374   944522 (14127901) + repeat901  Unspecified      6    167    (0)  2013  
  429   28.0  1.1  7.2  seq_file    944380   944556 (14127867) + repeat901  Unspecified      1    167    (0)  2014 *
  399   20.3  0.5 26.9  seq_file    944398   944599 (14127824) + repeat901  Unspecified      8    167    (0)  2015 *
  502   22.3  2.8  8.4  seq_file    944435   944610 (14127813) + repeat901  Unspecified      1    167    (0)  2016  
  462   29.2  1.1  6.6  seq_file    944479   944654 (14127769) + repeat901  Unspecified      1    167    (0)  2017 *
  521   26.0  1.1 12.1  seq_file    944546   944729 (14127694) + repeat901  Unspecified      1    166    (1)  2018 *
  567   23.3  4.9  2.4  seq_file    944546   944708 (14127715) + repeat901  Unspecified      1    167    (0)  2019  
  534   25.5  3.7  1.2  seq_file    944622   944784 (14127639) + repeat901  Unspecified      1    167    (0)  2020 *
  530   25.6  2.5  0.6  seq_file    944683   944839 (14127584) + repeat901  Unspecified      8    167    (0)  2021 *
  488   28.5  2.5  0.6  seq_file    944736   944894 (14127529) + repeat901  Unspecified      6    167    (0)  2022 *
  481   23.7  3.5  7.8  seq_file    944742   944915 (14127508) + repeat901  Unspecified      1    167    (0)  2023 *
  500   26.2  4.3  2.4  seq_file    944818   944981 (14127442) + repeat901  Unspecified      1    167    (0)  2024 *
  595   27.8  1.9  0.0  seq_file    944896   945057 (14127366) + repeat901  Unspecified      3    167    (0)  2025  
  496   28.5  2.5  0.6  seq_file    944932   945090 (14127333) + repeat901  Unspecified      6    167    (0)  2026 *
  225   14.6  0.0  0.0  seq_file    946965   947005 (14125418) + repeat3413 Unspecified      1     41    (0)  2027 *
  230    8.8  0.0  0.0  seq_file    946980   947013 (14125410) + repeat2306 Unspecified      1     34    (0)  2028 *
  317    0.0  0.0  0.0  seq_file    946987   947022 (14125401) + repeat2216 Unspecified      1     36    (0)  2029  
  292    7.0  0.0  0.0  seq_file    946991   947033 (14125390) + repeat3040 Unspecified      1     43    (0)  2030 *
  299    0.0  0.0  0.0  seq_file    946997   947031 (14125392) + repeat3415 Unspecified      1     35    (0)  2031 *
  441    0.0  0.0  0.0  seq_file    947003   947051 (14125372) + repeat3505 Unspecified      1     49    (0)  2032  
  242    4.6  3.7 19.1  seq_file    947012   947065 (14125358) + repeat1631 Unspecified      1     47    (0)  2033 *
  284    7.1  4.8  0.0  seq_file    947025   947066 (14125357) + repeat1844 Unspecified      8     51    (0)  2034 *
  340    2.3  4.7  0.0  seq_file    947036   947078 (14125345) + repeat1877 Unspecified      1     45    (0)  2035  
  335    7.1  0.0  0.0  seq_file    947044   947085 (14125338) + repeat7178 Unspecified      1     42    (0)  2036 *
  359    4.7  0.0  0.0  seq_file    947050   947092 (14125331) + repeat1225 Unspecified      1     43    (0)  2037  
  236   15.4 19.2  0.0  seq_file    948254   948305 (14124118) C repeat6490 Unspecified    (0)    139     78  2038 *
  334    9.1  0.0  0.0  seq_file    948255   948298 (14124125) + repeat6513 Unspecified      1     44    (0)  2039 *
  507   16.3  0.0  1.2  seq_file    948266   948352 (14124071) + repeat6307 Unspecified      1     86    (4)  2040 *
  765   16.2  0.0  8.0  seq_file    948294   948441 (14123982) + repeat6490 Unspecified      2    138    (1)  2041  
  305    9.3  0.0  0.0  seq_file    948447   948489 (14123934) C repeat7168 Unspecified    (1)     43      1  2042  
  424   14.9  0.0  1.4  seq_file    948887   948961 (14123462) + repeat6307 Unspecified     17     90    (0)  2043 *
  520   14.0 11.0  0.0  seq_file    948899   948998 (14123425) + repeat6490 Unspecified      2    112   (27)  2044  
  248   11.4  0.0  0.0  seq_file    954864   954898 (14117525) + repeat5046 Unspecified      6     40    (0)  2045  
  298    9.1  2.3  0.0  seq_file    957773   957816 (14114607) + repeat4215 Unspecified      1     45    (0)  2046  
  283   10.6  2.1  2.1  seq_file    957798   957845 (14114578) C repeat5277 Unspecified    (0)     49      2  2047 *
  271   16.3  0.0  0.0  seq_file    957816   957858 (14114565) + repeat4215 Unspecified      3     45    (0)  2048 *
  311    6.4  2.1  2.1  seq_file    957840   957887 (14114536) C repeat5277 Unspecified    (0)     49      2  2049 *
  321    0.0  0.0  0.0  seq_file    957853   957887 (14114536) C repeat3220 Unspecified    (0)     36      2  2050  
  315    9.3  0.0  0.0  seq_file    957858   957900 (14114523) + repeat4215 Unspecified      3     45    (0)  2051 *
  280    0.0  0.0  0.0  seq_file    957879   957909 (14114514) + repeat416  Unspecified      1     31    (0)  2052 *
  236   13.6  2.2  2.2  seq_file    957882   957926 (14114497) C repeat5277 Unspecified    (0)     49      5  2053 *
  271    3.1  0.0  0.0  seq_file    957889   957920 (14114503) + repeat4217 Unspecified      1     32    (0)  2054  
  309    2.5  5.0  0.0  seq_file    959750   959789 (14112634) C repeat4215 Unspecified    (3)     42      1  2055 *
  314    0.0  0.0  0.0  seq_file    959750   959783 (14112640) + repeat5872 Unspecified      1     34    (0)  2056  
  288    2.8  0.0  0.0  seq_file    964756   964791 (14107632) C repeat6641 Unspecified    (0)     36      1  2057 *
  292    5.6  0.0  0.0  seq_file    964761   964796 (14107627) + repeat2434 Unspecified      1     36    (1)  2058  
  267    2.8  0.0  5.6  seq_file    965955   965992 (14106431) C repeat2434 Unspecified    (1)     36      1  2059 *
  284    2.8  0.0  0.0  seq_file    965962   965997 (14106426) + repeat6641 Unspecified      1     36    (0)  2060  
  298    0.0  0.0  0.0  seq_file    966005   966040 (14106383) + repeat2430 Unspecified      1     36    (0)  2061  
  263   21.3  0.0  0.0  seq_file    974785   974831 (14097592) + repeat3381 Unspecified     10     56    (0)  2062 *
  432   17.1  0.0  0.0  seq_file    974790   974859 (14097564) + repeat428  Unspecified      4     73    (9)  2063  
  251   15.1 11.1  1.7  seq_file    974815   974868 (14097555) + repeat306  Unspecified      1     59    (0)  2064 *
  319   20.2  1.2  1.2  seq_file    975354   975433 (14096990) C repeat6328 Unspecified    (0)     80      1  2065  
  303    7.7  0.0  0.0  seq_file    975453   975491 (14096932) + repeat7324 Unspecified      1     39    (0)  2066 *
  308    9.5  0.0  0.0  seq_file    975459   975500 (14096923) + repeat6183 Unspecified      1     42    (0)  2067  
  289    0.0  0.0  0.0  seq_file    975479   975510 (14096913) + repeat5473 Unspecified      1     32    (0)  2068 *
  299    0.0  0.0  0.0  seq_file    975484   975516 (14096907) + repeat5764 Unspecified      1     33    (0)  2069  
  299    8.9  0.0  0.0  seq_file    977808   977852 (14094571) + repeat2868 Unspecified      1     45    (0)  2070 *
  322    4.7  0.0  0.0  seq_file    977815   977857 (14094566) + repeat1845 Unspecified      1     43    (0)  2071 *
  373    4.3  0.0  0.0  seq_file    977823   977868 (14094555) + repeat2225 Unspecified      1     46    (0)  2072 *
  465    1.9  0.0  0.0  seq_file    977834   977887 (14094536) + repeat1872 Unspecified      1     54    (0)  2073  
  356    4.1  0.0 12.0  seq_file    977848   977903 (14094520) + repeat7082 Unspecified      1     50    (0)  2074 *
  485    0.0  0.0  0.0  seq_file    977869   977921 (14094502) + repeat3412 Unspecified      1     53    (0)  2075  
  430    8.8  0.0  0.0  seq_file    977884   977940 (14094483) + repeat361  Unspecified      3     59    (0)  2076 *
  372    4.3  0.0  0.0  seq_file    977901   977946 (14094477) + repeat7056 Unspecified      1     46    (0)  2077 *
  312    2.6  0.0  0.0  seq_file    977914   977951 (14094472) + repeat1586 Unspecified      1     38    (0)  2078 *
  296    4.9  0.0  0.0  seq_file    977918   977958 (14094465) + repeat3413 Unspecified      1     41    (0)  2079 *
  265    2.9  0.0  0.0  seq_file    977933   977966 (14094457) + repeat2306 Unspecified      1     34    (0)  2080 *
